## file created 06.Feb.2017 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4E240F9E   6  21   b   29      13          5              1     HOX    15    30   -999
 4748041F   7  16   b   27       7          4              0      HO     1    31      4
 4748081F   7  16   t   27       6          7              2      HO     2    31      4
 47480C1F   7  16   t   27       6          7              0      HO     3    31      4
 4748101F   7  17   t   27       8          5              0      HO     4    31      4
 4748141F   7  17   b   27       9          3              1      HO     5    31      4
 4748181F   7  17   b   27       9          2              2      HO     6    31      4
 47481C1F   7  17   b   27       9          1              1      HO     7    31      4
 4748201F   7  18   b   27      11          8              2      HO     8    31      4
 4748241F   7  18   b   27      11          7              1      HO     9    31      4
 4748281F   7  18   b   27      11          6              2      HO    10    31      4
 47482C1F   7  18   b   27      11          5              1      HO    11    31      4
 4748301F   7  18   b   27      11          4              2      HO    12    31      4
 4748341F   7  18   b   27      11          3              1      HO    13    31      4
 4748381F   7  18   b   27      11          2              2      HO    14    31      4
 47483C1F   7  18   b   27      11          1              1      HO    15    31      4
 4E240F9F   6  21   b   29      13          5              2     HOX    15    31   -999
 47480420   7  16   t   27       6          8              0      HO     1    32      4
 47480820   7  16   t   27       6          8              1      HO     2    32      4
 47480C20   7  16   t   27       6          7              1      HO     3    32      4
 47481020   7  17   t   27       8          5              2      HO     4    32      4
 4E240A20   7  17   t   27       8          5              1     HOX     4    32   -999
 47481420   7  17   t   27       8          3              2      HO     5    32      4
 47481820   7  17   t   27       8          2              0      HO     6    32      4
 47481C20   7  17   t   27       8          1              2      HO     7    32      4
 47482020   7  18   t   27      10          8              0      HO     8    32      4
 47482420   7  18   t   27      10          7              2      HO     9    32      4
 47482820   7  18   t   27      10          6              0      HO    10    32      4
 47482C20   7  18   t   27      10          5              2      HO    11    32      4
 47483020   7  18   t   27      10          4              0      HO    12    32      4
 47483420   7  18   t   27      10          3              2      HO    13    32      4
 47483820   7  18   t   27      10          2              0      HO    14    32      4
