## file created 06.Feb.2017 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 43102832  35   4   u    0       0          6              0      HB   -10    50      1
 43101832  35   4   u    0       0          6              1      HB    -6    50      1
 43100832  35   4   u    0       0          6              2      HB    -2    50      1
 43102032  35   4   u    0       0          7              0      HB    -8    50      1
 43101032  35   4   u    0       0          7              1      HB    -4    50      1
 43103032  35   4   u    0       0          7              2      HB   -12    50      1
 43102831  35   4   u    0       0          8              0      HB   -10    49      1
 43101831  35   4   u    0       0          8              1      HB    -6    49      1
 43100831  35   4   u    0       0          8              2      HB    -2    49      1
 43102031  35   4   u    0       0          9              0      HB    -8    49      1
 43101031  35   4   u    0       0          9              1      HB    -4    49      1
 43103031  35   4   u    0       0          9              2      HB   -12    49      1
 43204030  35   5   u    0       0         14              0      HB   -16    48      2
 43203C30  35   5   u    0       0         14              1      HB   -15    48      2
 43103830  35   5   u    0       0         14              2      HB   -14    48      1
 43103C30  35   5   u    0       0         15              0      HB   -15    48      1
 43103430  35   5   u    0       0         15              1      HB   -13    48      1
 43104030  35   5   u    0       0         15              2      HB   -16    48      1
 4320402F  35   5   u    0       0         16              0      HB   -16    47      2
 43203C2F  35   5   u    0       0         16              1      HB   -15    47      2
 4310382F  35   5   u    0       0         16              2      HB   -14    47      1
 43103C2F  35   5   u    0       0         17              0      HB   -15    47      1
 4310342F  35   5   u    0       0         17              1      HB   -13    47      1
 4310402F  35   5   u    0       0         17              2      HB   -16    47      1
 45104430  35   5   u    0       0         18              0      HE   -17    48      1
 45304030  35   5   u    0       0         18              1      HE   -16    48      3
 4510642F  35   5   u    0       0         18              2      HE   -25    47      1
 45104830  35   5   u    0       0         19              0      HE   -18    48      1
 45204830  35   5   u    0       0         19              1      HE   -18    48      2
 4520642F  35   5   u    0       0         19              2      HE   -25    47      2
 4510442F  35   5   u    0       0         20              0      HE   -17    47      1
 4530402F  35   5   u    0       0         20              1      HE   -16    47      3
 4510682F  35   5   u    0       0         20              2      HE   -26    47      1
 4510482F  35   5   u    0       0         21              0      HE   -18    47      1
 4520482F  35   5   u    0       0         21              1      HE   -18    47      2
 4520682F  35   5   u    0       0         21              2      HE   -26    47      2
 43204032  35   5   u    0       0          2              0      HB   -16    50      2
 43203C32  35   5   u    0       0          2              1      HB   -15    50      2
 43103832  35   5   u    0       0          2              2      HB   -14    50      1
 43103C32  35   5   u    0       0          3              0      HB   -15    50      1
 43103432  35   5   u    0       0          3              1      HB   -13    50      1
 43104032  35   5   u    0       0          3              2      HB   -16    50      1
 43204031  35   5   u    0       0          4              0      HB   -16    49      2
