#file created 17.Jun.2016
#Writing HCAL Front End Map... IOV C
#      eta      phi    depth   subdet      rbx       rm
       -16       24        3       HE    HEM07        3
       -25       23        1       HE    HEM07        3
       -18       24        1       HE    HEM07        3
       -18       24        2       HE    HEM07        3
       -25       23        2       HE    HEM07        3
       -17       23        1       HE    HEM07        4
       -16       23        3       HE    HEM07        4
       -26       23        1       HE    HEM07        4
       -18       23        1       HE    HEM07        4
       -18       23        2       HE    HEM07        4
       -26       23        2       HE    HEM07        4
       -16       26        2       HB    HBM07        1
       -15       26        2       HB    HBM07        1
       -14       26        1       HB    HBM07        1
       -15       26        1       HB    HBM07        1
       -13       26        1       HB    HBM07        1
       -16       26        1       HB    HBM07        1
       -16       25        2       HB    HBM07        2
       -15       25        2       HB    HBM07        2
       -14       25        1       HB    HBM07        2
       -15       25        1       HB    HBM07        2
       -13       25        1       HB    HBM07        2
       -16       25        1       HB    HBM07        2
